Breed,Age,Weight,Gender,Color,Coat Length,Coat Type,Energy Level,Playfulness Level,is_brachycephalic,size_category,Spayed/Neutered,Indoor/Outdoor,Season,Sun Exposure,Wind Cooling Effect,Station_Temp,Station_Humidity,Ambient_Temp,Ambient_Humidity,T_device,H_device,breed_wt_mu,breed_wt_sd,ideal_weight,pct_of_ideal,BCS_cont,BCS,Temp_Diff,Hum_Diff,CBT_simulated,is_old,is_overweight,heat_stress_risk,High_humidity_fordogs,prior_heat_related_injury_est,simulated_heat_injury_flag,target2Category,target3Category
Doberman Pinscher,6.3,44.2,Male,Brown,Short,Smooth,5.0,4.0,0.0,Large,1,Indoor_Now,Winter,0.0,0.0,2.9627112880572906,63.136512944777046,18.19,48.63,20.85,51.76,30.075757575757574,16.58573122254428,31.170917296166657,1.4179884274831924,6.67195370993277,7,2.66,3.13,39.53261848936298,0,1,1,0,0.022,0,0,Normal
Great Dane,4.2,53.6,Female,Cream,Short,Smooth,4.0,4.0,0.0,Giant,1,Indoor_Now,Spring,0.0,0.0,33.130652470456674,89.6887288972723,24.23,53.94,26.88,57.84,32.574074074074076,15.574049353890862,21.89908195292348,2.4475911873942513,10.790364749577005,9,2.65,3.9,38.87603121281538,0,1,1,0,0.052000000000000005,1,0,Normal
Pekingese,-3.1,53.3,Male,Bicolor,Long,Double,3.0,4.0,1.0,Giant,1,Indoor_Now,Winter,0.0,0.0,10.588922961786677,62.21584615121919,19.72,48.44,23.66,55.98,33.30882352941177,16.229011568968296,16.413707855542594,3.2472857729097213,13.989143091638885,9,3.94,7.54,39.37050819898584,0,1,1,0,0.102,0,0,Normal
Vizsla,12.9,50.2,Male,Brown,Short,Smooth,5.0,5.0,0.0,Giant,0,Indoor_Now,Spring,0.0,0.0,28.067909390509648,60.65145862584555,23.21,48.13,25.78,51.32,29.96875,15.145819005036781,41.38235660474904,1.2130773624003581,5.8523094496014325,6,2.57,3.19,38.964232789174424,1,0,1,0,0.012,0,0,Normal
Havanese,5.4,26.1,Male,Sable,Long,Double,3.0,5.0,0.0,Large,1,Indoor_Now,Winter,0.0,0.0,11.111403951473752,57.76616449843816,19.82,47.55,23.49,57.28,31.563636363636363,16.215862874179983,25.036045472971306,1.042496908234862,5.169987632939448,5,3.67,9.73,38.53064226483928,0,0,0,0,0.002,0,0,Normal
Miniature Schnauzer,-0.5,43.3,Male,Merle,Medium,Wiry,3.0,4.0,0.0,Large,0,Indoor_Now,Winter,0.0,0.0,9.46364115763314,65.04208576626286,19.49,49.01,21.92,51.34,35.29090909090909,15.122552115684128,47.436836744636466,0.9127927360142916,4.651170944057166,5,2.43,2.33,39.421019009340704,0,0,0,0,0.0,0,0,Normal
Dogo Argentino,11.6,21.4,Female,Cream,Short,Smooth,5.0,4.0,0.0,Medium,1,Outdoor_Now,Winter,1.6527379376462352,-0.07489286653901911,8.295398671520234,57.224354374495945,8.3,57.22,14.04,63.78,33.67272727272727,15.511112558247163,30.580498867378125,0.6997923772534835,3.799169509013934,4,5.74,6.56,38.30897298780265,0,0,0,1,0.002,0,0,Normal
Yorkshire Terrier,4.4,41.3,Female,Tricolor,Long,Silky,4.0,4.0,0.0,Large,1,Indoor_Now,Spring,0.0,0.0,32.295762894918646,61.444510923113995,24.06,48.29,28.08,52.85,29.471698113207548,14.228362484278883,6.469230339213006,6.38406701175278,26.53626804701112,9,4.02,4.56,38.71571351491997,0,1,1,0,0.052000000000000005,0,0,Normal
Shetland Sheepdog,2.2,34.2,Male,Cream,Long,Double,4.0,5.0,0.0,Large,0,Indoor_Now,Summer,0.0,0.0,43.49342148790238,67.55498518785929,26.3,49.51,30.83,58.33,30.2,16.467655372559502,52.87652925834249,0.6467898040907094,3.5871592163628376,4,4.53,8.82,40.07449273652925,0,0,0,0,0.0,0,1,Heat Stress
Shetland Sheepdog,2.2,34.2,Male,Cream,Medium,Double,4.0,3.0,0.0,Large,1,Indoor_Now,Fall,0.0,0.0,22.547572228537668,71.57295756896437,22.11,50.31,25.04,55.45,30.2,16.467655372559502,38.77206427605464,0.8820783891334278,4.528313556533711,5,2.93,5.14,39.353080709242775,0,0,0,0,0.002,0,0,Normal
Labrador Retriever,7.2,63.6,Female,Blue,Short,Double,5.0,5.0,0.0,Giant,0,Indoor_Now,Summer,0.0,0.0,30.28014309196256,91.02078621931673,23.66,54.2,26.66,61.69,31.923076923076923,15.760270419007453,37.60092170705729,1.6914478984184838,7.765791593673935,8,3.0,7.49,38.76207875873538,0,1,1,1,0.042,0,0,Normal
Rottweiler,4.3,3.0,Male,Brown,Short,Smooth,3.0,4.0,0.0,Toy,1,Indoor_Now,Summer,0.0,0.0,34.55333151935145,82.39859667611192,24.51,52.48,26.84,54.62,30.728813559322035,15.845224154137336,22.21790169151086,0.13502625232815108,1.5401050093126045,2,2.33,2.14,39.136399330155875,0,0,0,0,0.0,0,0,Normal
Alaskan Malamute,4.2,33.9,Female,Tricolor,Medium,Double,4.0,3.0,0.0,Large,1,Indoor_Now,Spring,0.0,0.0,31.782619972923293,71.54726424502603,23.96,50.31,27.03,58.12,34.63636363636363,14.87648360029225,44.879717065917994,0.7553523555019005,4.021409422007602,4,3.07,7.81,38.591033316114896,0,0,0,0,0.002,0,0,Normal
Dachshund,8.1,26.8,Female,Brindle,Short,Smooth,3.0,4.0,0.0,Large,1,Indoor_Now,Spring,0.0,0.0,19.307933812701254,80.55950989539782,21.46,52.11,23.89,55.55,33.88135593220339,14.82319331988604,25.17138187129205,1.0647011807709053,5.258804723083621,5,2.43,3.44,38.1385021858853,0,0,0,0,0.002,0,0,Normal
West Highland White Terrier,11.3,46.5,Female,Blue,Medium,Double,4.0,5.0,0.0,Giant,1,Indoor_Now,Fall,0.0,0.0,22.034803806368892,87.49681924431607,22.01,53.5,25.53,62.81,29.520833333333332,18.118979802351294,61.97656326976848,0.7502836160436508,4.001134464174603,4,3.52,9.31,39.72950398069678,0,0,0,1,0.002,0,0,Normal
Golden Retriever,5.0,24.0,Female,Blue,Medium,Double,3.0,4.0,0.0,Medium,1,Indoor_Now,Fall,0.0,0.0,28.256961821441273,67.399926445635,23.25,49.48,26.44,54.22,35.45454545454545,16.512792145477587,34.19124291405785,0.7019341198073942,3.8077364792295767,4,3.19,4.74,38.97966555669289,0,0,0,0,0.002,0,0,Normal
Beagle,9.3,20.2,Female,Sable,Short,Smooth,4.0,4.0,0.0,Medium,1,Indoor_Now,Fall,0.0,0.0,28.67573379994842,65.91485511133143,23.34,49.18,25.84,50.63,32.50909090909091,15.570476249611975,36.59682838344292,0.5519603990912735,3.207841596365094,3,2.5,1.45,39.0427525873987,0,0,0,0,0.0,0,0,Normal
Lhasa Apso,5.7,38.5,Female,Bicolor,Long,Silky,3.0,3.0,0.0,Large,0,Indoor_Now,Spring,0.0,0.0,25.24658793663058,92.05948527019697,22.65,54.41,26.11,61.78,29.946428571428573,15.75080909074156,27.769214422505208,1.3864274089366446,6.5457096357465785,7,3.46,7.37,39.437697500762866,0,1,1,1,0.012,0,0,Normal
Cocker Spaniel,6.3,31.6,Male,Red,Long,Double,4.0,3.0,0.0,Large,1,Indoor_Now,Winter,0.0,0.0,14.796964134316784,81.19052967821683,20.56,52.24,24.2,58.7,32.101694915254235,18.31872503022262,8.898876687162709,3.5510099882140578,15.204039952856231,9,3.64,6.46,37.89396110996757,0,1,1,0,0.052000000000000005,0,0,Normal
Airedale Terrier,3.6,54.0,Male,Red,Short,Wiry,3.0,3.0,0.0,Giant,0,Indoor_Now,Winter,0.0,0.0,9.647743549300145,81.62501698276321,19.53,52.33,21.43,53.09,31.818181818181817,13.997474519687218,34.646596780765385,1.5585946389395153,7.234378555758061,7,1.9,0.76,38.128969823111994,0,1,1,0,0.012,0,0,Normal
Dogo Argentino,11.7,28.6,Male,Brindle,Short,Smooth,5.0,4.0,0.0,Large,1,Outdoor_Now,Spring,2.372240715453235,-0.699966651713091,15.337357623743783,74.08345274871857,15.34,74.08,21.74,83.96,33.67272727272727,15.511112558247163,36.142041241225556,0.7913222114133749,4.1652888456534995,4,6.4,9.88,39.220489675084465,0,0,0,1,0.002,0,0,Normal
Pomeranian,14.4,19.5,Male,Bicolor,Long,Double,3.0,3.0,0.0,Medium,1,Indoor_Now,Summer,0.0,0.0,35.346102147266265,64.83866900854977,24.67,48.97,28.42,58.7,32.25,14.363813871537397,8.028806577652826,2.42875448690915,10.7150179476366,9,3.75,9.73,39.23044589587535,1,1,1,0,0.052000000000000005,1,0,Normal
Chinese Shar-Pei,7.8,38.7,Female,Black and White,Short,Smooth,3.0,3.0,0.0,Large,1,Indoor_Now,Spring,0.0,0.0,31.201461637635415,88.38478026977893,23.84,53.68,25.94,54.13,38.234375,14.039334976675413,40.45507229271814,0.9566167554956008,4.826467021982403,5,2.1,0.45,38.343163137721284,0,0,0,0,0.002,0,0,Normal
Dogo Argentino,6.3,40.4,Male,Black and White,Short,Smooth,5.0,4.0,0.0,Large,0,Indoor_Now,Fall,0.0,0.0,34.99610858735853,82.50188844582436,24.6,52.5,27.02,56.58,33.67272727272727,15.511112558247163,57.78855587397872,0.699100356272988,3.796401425091952,4,2.42,4.08,38.84004185545501,0,0,0,0,0.0,0,0,Normal
Dachshund,13.6,44.6,Female,Gray,Short,Smooth,3.0,4.0,0.0,Large,0,Outdoor_Now,Fall,1.568486658396135,-0.0595058613834758,30.382660511871254,78.58454991378117,30.38,78.58,36.13,84.86,33.88135593220339,14.82319331988604,49.88024920995289,0.894141482980015,4.57656593192006,5,5.75,6.28,39.122099186036465,1,0,1,1,0.0,0,0,Normal
Bernese Mountain Dog,6.5,36.7,Female,Spotted,Medium,Double,4.0,4.0,0.0,Large,1,Outdoor_Now,Summer,3.591873448845725,-0.3893159662474563,39.02063926749905,89.75002278432277,39.02,89.75,48.96,100.0,33.267857142857146,16.370140301979504,60.76297785485133,0.6039861984326673,3.4159447937306693,3,9.94,10.25,40.66519240106727,0,0,0,1,0.0,0,1,Heat Stress
Dachshund,8.0,33.9,Male,Black,Short,Smooth,3.0,4.0,0.0,Large,1,Indoor_Now,Winter,0.0,0.0,3.208682971388118,76.2163416613118,18.24,51.24,20.2,54.08,33.88135593220339,14.82319331988604,52.38141296916767,0.6471761275312284,3.5887045101249138,4,1.96,2.84,39.00595806420006,0,0,0,0,0.002,0,0,Normal
Bulldog,10.7,29.7,Female,Cream,Short,Smooth,3.0,4.0,1.0,Large,1,Indoor_Now,Summer,0.0,0.0,38.066465482700224,78.37788694382088,25.21,51.68,27.8,53.94,34.6,14.820656255775308,52.75031185857707,0.5630298467168371,3.2521193868673484,3,2.59,2.26,40.64189669646192,0,0,1,0,0.042,0,1,Heat Stress
Vizsla,14.6,17.8,Female,Bicolor,Short,Smooth,5.0,5.0,0.0,Medium,0,Indoor_Now,Fall,0.0,0.0,31.094290121760043,71.42710192921982,23.82,50.29,26.65,55.28,29.96875,15.145819005036781,29.052800731154587,0.6126775922471489,3.4507103689885956,3,2.83,4.99,39.56299244934868,1,0,1,0,0.0,0,0,Normal
Weimaraner,0.8,41.1,Female,Bicolor,Short,Smooth,5.0,5.0,0.0,Large,1,Indoor_Now,Fall,0.0,0.0,18.422332079647504,88.63308931888432,21.28,53.73,23.25,57.61,29.863636363636363,14.363293348121658,17.712503072755176,2.320394798588278,10.281579194353112,9,1.97,3.88,38.39204165427983,0,1,1,0,0.052000000000000005,0,0,Normal
Samoyed,10.8,28.7,Male,Black,Long,Double,4.0,5.0,0.0,Large,1,Indoor_Now,Winter,0.0,0.0,12.359468128455585,76.30777607662566,20.07,51.26,23.97,59.37,33.017857142857146,13.828154509653745,36.70331393423708,0.7819457406876947,4.1277829627507785,4,3.9,8.11,38.43594204213972,0,0,0,0,0.002,0,0,Normal
Maltese,13.7,38.2,Male,Bicolor,Long,Silky,3.0,3.0,0.0,Large,0,Indoor_Now,Fall,0.0,0.0,34.02544660681143,81.55489701233269,24.41,52.31,27.51,60.26,31.346153846153847,13.70542273583796,20.308289059378897,1.881005331778959,8.524021327115836,9,3.1,7.95,39.6622985768982,1,1,1,1,0.042,0,0,Normal
Bernese Mountain Dog,12.2,38.8,Male,Brindle,Medium,Double,4.0,4.0,0.0,Large,1,Indoor_Now,Fall,0.0,0.0,12.684932382154471,83.63213739971935,20.14,52.73,23.31,58.83,33.267857142857146,16.370140301979504,34.53989695048534,1.1233386149246978,5.493354459698791,5,3.17,6.1,39.47649827894243,1,0,1,0,0.002,0,0,Normal
Chihuahua,9.5,3.9,Female,Black and White,Short,Smooth,4.0,4.0,0.0,Toy,1,Outdoor_Now,Winter,2.0657777986186137,-0.6019244722278564,7.670664722765558,74.8728214313571,7.67,74.87,13.64,80.57,30.25,16.02325437765574,24.947142146887135,0.15633053185158668,1.6253221274063465,2,5.97,5.7,37.54552811878006,0,0,0,1,0.0,0,0,Normal
Shetland Sheepdog,11.7,8.2,Male,Red,Long,Double,4.0,5.0,0.0,Small,1,Indoor_Now,Spring,0.0,0.0,28.577503478776602,85.84687406468113,23.32,53.17,27.44,63.6,30.2,16.467655372559502,-2.6670997266985985,-3.0745007087343375,-11.29800283493735,1,4.12,10.43,39.398641386850485,0,0,0,1,0.0,0,0,Normal
Shetland Sheepdog,11.7,8.2,Male,Red,Medium,Double,4.0,3.0,0.0,Small,1,Indoor_Now,Summer,0.0,0.0,32.739941012781074,89.49172072976097,24.15,53.9,27.5,60.37,30.2,16.467655372559502,41.55887334768174,0.1973104499585145,1.7892417998340582,2,3.35,6.47,39.22705293850405,0,0,0,1,0.0,0,0,Normal
Rottweiler,6.5,43.5,Male,Black and Tan,Short,Smooth,3.0,4.0,0.0,Large,1,Indoor_Now,Summer,0.0,0.0,20.99054330593193,85.9395813530075,21.8,53.19,24.1,56.11,30.728813559322035,15.845224154137336,32.030373476218195,1.3580859440274007,6.432343776109603,6,2.3,2.92,39.09422425512134,0,0,0,0,0.022,0,0,Normal
Pug,10.0,36.6,Male,Brindle,Short,Smooth,3.0,5.0,1.0,Large,1,Indoor_Now,Fall,0.0,0.0,33.505882262755506,70.18729029676825,24.3,50.04,26.44,52.38,33.6,17.300469646804387,12.337914824420828,2.9664656079126477,12.86586243165059,9,2.14,2.34,39.071952876826074,0,1,1,0,0.102,0,0,Normal
Pomeranian,4.4,49.7,Female,Tricolor,Long,Double,3.0,3.0,0.0,Giant,1,Indoor_Now,Spring,0.0,0.0,29.19187781124822,65.91529690652474,23.44,49.18,27.14,58.86,32.25,14.363813871537397,32.70553507999629,1.5196204519643544,7.078481807857417,7,3.7,9.68,39.297057669709744,0,1,1,0,0.022,0,0,Normal
Bull Terrier,10.3,49.8,Female,Blue,Short,Smooth,4.0,4.0,1.0,Giant,0,Indoor_Now,Fall,0.0,0.0,42.58572848692361,69.76299382308738,26.12,49.95,27.85,52.45,34.163636363636364,16.000883813973616,35.66574985402452,1.3962975741103218,6.585190296441287,7,1.73,2.5,38.87609064802799,0,1,1,0,0.062,0,0,Normal
Rottweiler,7.7,35.9,Male,Tan,Short,Smooth,3.0,4.0,0.0,Large,1,Indoor_Now,Summer,0.0,0.0,30.4741370587397,87.28768593125507,23.69,53.46,25.99,55.84,30.728813559322035,15.845224154137336,12.963671491089979,2.769277208595907,12.077108834383628,9,2.3,2.38,39.827937043897826,0,1,1,0,0.052000000000000005,0,1,Heat Stress
Great Dane,7.8,34.8,Male,Black and White,Short,Smooth,4.0,4.0,0.0,Large,1,Indoor_Now,Summer,0.0,0.0,34.21512037380771,90.48278907950669,24.44,54.1,26.6,57.88,32.574074074074076,15.574049353890862,1.06068141125796,32.809097652354886,132.23639060941954,9,2.16,3.78,38.24887022681445,0,1,1,0,0.052000000000000005,0,0,Normal
Bernese Mountain Dog,3.9,52.4,Female,Spotted,Medium,Double,4.0,4.0,0.0,Giant,1,Indoor_Now,Spring,0.0,0.0,29.346221238788694,60.08075791884929,23.47,48.02,26.44,54.42,33.267857142857146,16.370140301979504,68.42401238233995,0.7658130263861038,4.063252105544415,4,2.97,6.4,39.06019423054575,0,0,0,0,0.002,0,0,Normal
Rottweiler,9.6,26.4,Male,White,Short,Smooth,3.0,4.0,0.0,Large,1,Indoor_Now,Summer,0.0,0.0,32.55335084024993,92.47022005102073,24.11,54.49,26.18,57.26,30.728813559322035,15.845224154137336,53.250633115772104,0.4957687534456878,2.9830750137827513,3,2.07,2.77,38.806159229039324,0,0,0,0,0.0,0,0,Normal
Labrador Retriever,5.6,29.0,Female,Black,Short,Double,5.0,5.0,0.0,Large,1,Indoor_Now,Spring,0.0,0.0,23.91866457682051,95.96677911557761,22.38,55.19,25.57,61.11,31.923076923076923,15.760270419007453,-1.7540911363838525,-16.532778370789195,-65.13111348315678,1,3.19,5.92,39.355813187759345,0,0,0,1,0.0,0,0,Normal
Bull Terrier,5.3,23.8,Female,Gray,Short,Smooth,4.0,4.0,1.0,Medium,1,Indoor_Now,Spring,0.0,0.0,39.11683773054036,73.75760168290886,25.42,50.75,27.99,52.24,34.163636363636364,16.000883813973616,68.02361482337295,0.34987849531075355,2.399513981243014,2,2.57,1.49,39.651919450201326,0,0,1,0,0.042,0,0,Normal
Boston Terrier,9.5,38.6,Female,Tan,Short,Smooth,4.0,5.0,1.0,Large,1,Indoor_Now,Summer,0.0,0.0,35.32168771989456,71.37544176202887,24.66,50.28,26.81,54.28,33.0377358490566,18.50775540576576,41.3706051252364,0.9330296205035128,4.732118482014052,5,2.15,4.0,38.96702404567216,0,0,1,0,0.052000000000000005,0,0,Normal
Pembroke Welsh Corgi,11.8,48.6,Female,Black and Tan,Short,Double,4.0,4.0,0.0,Giant,1,Indoor_Now,Spring,0.0,0.0,23.762480342374353,84.78056534797177,22.35,52.96,25.4,57.38,34.47761194029851,14.676675175623544,30.401802423210647,1.598589429779851,7.394357719119404,7,3.05,4.42,39.086953861053786,0,1,1,0,0.022,0,0,Normal
Havanese,5.4,30.5,Female,Tan,Long,Double,3.0,5.0,0.0,Large,0,Indoor_Now,Summer,0.0,0.0,28.347603663349176,60.47113132149561,23.27,48.09,27.28,56.57,31.563636363636363,16.215862874179983,25.91088580153619,1.1771114362362607,5.708445744945043,6,4.01,8.48,39.84847134218978,0,0,0,0,0.012,0,1,Heat Stress
Jack Russell Terrier,4.7,26.6,Female,Spotted,Short,Wiry,5.0,5.0,0.0,Large,1,Indoor_Now,Winter,0.0,0.0,10.666814607239619,63.290303983981694,19.73,48.66,22.11,51.77,29.545454545454547,14.82842388395189,39.28075523829811,0.6771763892682344,3.7087055570729377,4,2.38,3.11,39.0886352013274,0,0,0,0,0.002,0,0,Normal
French Bulldog,7.6,25.0,Male,Red,Short,Smooth,3.0,5.0,1.0,Large,1,Indoor_Now,Winter,0.0,0.0,7.662801308192147,83.25900984113808,19.13,52.65,21.37,57.28,28.957142857142856,15.170944497156986,28.232550299197726,0.8855027170786769,4.542010868314708,5,2.24,4.63,38.92510566494366,0,0,1,0,0.052000000000000005,0,0,Normal
Papillon,5.8,22.9,Male,Black,Medium,Silky,4.0,5.0,0.0,Medium,1,Outdoor_Now,Summer,4.362510548130779,0.038303621482455696,24.662728278825547,83.89910239634514,24.66,83.9,36.63,97.99,32.125,16.89595822246608,4.552635877303796,5.030053054355414,21.120212217421656,9,11.97,14.09,39.58279422013902,0,1,1,1,0.052000000000000005,0,0,Normal
Rottweiler,6.2,30.4,Female,Black and Tan,Short,Smooth,3.0,4.0,0.0,Large,0,Indoor_Now,Summer,0.0,0.0,40.210417058003195,93.64422500502377,25.64,54.73,28.05,58.26,30.728813559322035,15.845224154137336,14.087698453511624,2.1579110385076583,9.631644154030633,9,2.41,3.53,38.92341292166617,0,1,1,0,0.042,0,0,Normal
Bulldog,8.5,10.5,Male,Merle,Short,Smooth,3.0,4.0,1.0,Small,1,Indoor_Now,Fall,0.0,0.0,20.139575683006505,80.61906769206644,21.63,52.12,23.93,53.59,34.6,14.820656255775308,69.81918175969224,0.1503884711244471,1.6015538844977883,2,2.3,1.47,38.8188828709897,0,0,1,0,0.042,0,0,Normal
Labrador Retriever,6.2,27.5,Male,Gray,Short,Double,5.0,5.0,0.0,Large,1,Indoor_Now,Spring,0.0,0.0,27.896488915151547,70.67200258968388,23.18,50.13,26.36,55.42,31.923076923076923,15.760270419007453,35.91673558954135,0.765659783624873,4.062639134499491,4,3.18,5.29,39.35823855043963,0,0,0,0,0.002,0,0,Normal
Papillon,11.0,12.2,Male,Blue,Medium,Silky,4.0,5.0,0.0,Medium,1,Indoor_Now,Spring,0.0,0.0,21.025129029310573,53.10005878058274,21.81,46.62,25.03,53.66,32.125,16.89595822246608,23.771930862972237,0.5132103096851518,3.052841238740607,3,3.22,7.04,38.47900214233602,0,0,0,0,0.0,0,0,Normal
Doberman Pinscher,7.8,25.7,Male,White,Short,Smooth,5.0,4.0,0.0,Large,1,Outdoor_Now,Spring,2.5623529245452126,-0.3188414364788162,38.01125849413542,54.27480767842575,38.01,54.27,45.13,63.7,30.075757575757574,16.58573122254428,30.335648496387797,0.8471880864211693,4.3887523456846775,4,7.12,9.43,39.97303524248146,0,0,0,1,0.002,0,1,Heat Stress
Doberman Pinscher,7.8,25.7,Male,White,Short,Smooth,5.0,4.0,0.0,Large,1,Indoor_Now,Summer,0.0,0.0,42.033185354787875,62.263091305309516,26.01,48.45,28.22,51.94,30.075757575757574,16.58573122254428,7.6237046504112485,3.3710644861633843,14.484257944653537,9,2.21,3.49,39.13410704694632,0,1,1,0,0.052000000000000005,0,0,Normal
Chesapeake Bay Retriever,7.5,42.9,Male,Tricolor,Medium,Wiry,4.0,3.0,0.0,Large,0,Indoor_Now,Winter,0.0,0.0,21.944687693459024,48.3586816011825,21.99,45.67,24.58,48.65,28.192307692307693,15.003317883432057,-1.097911266141935,-39.07419599650415,-155.2967839860166,1,2.59,2.98,38.54255614257187,0,0,0,0,0.0,0,0,Normal
Labrador Retriever,16.4,16.8,Female,Blue,Short,Double,5.0,5.0,0.0,Medium,1,Outdoor_Now,Spring,3.128028662153649,-0.09813425640184992,27.775561925232637,68.86965525893866,27.78,68.87,36.8,79.97,31.923076923076923,15.760270419007453,29.75281477909664,0.5646524580861887,3.2586098323447548,3,9.02,11.1,39.69484670613101,1,0,1,1,0.0,0,0,Normal
Samoyed,10.8,17.7,Female,Tan,Long,Double,4.0,5.0,0.0,Medium,1,Indoor_Now,Winter,0.0,0.0,17.518025029973508,72.1632887329862,21.1,50.43,24.96,59.89,33.017857142857146,13.828154509653745,2.9239577375980623,6.0534390673307,25.2137562693228,9,3.86,9.46,39.52169171961291,0,1,1,0,0.052000000000000005,0,0,Normal
Alaskan Malamute,5.3,40.7,Male,Tricolor,Medium,Double,4.0,3.0,0.0,Large,0,Outdoor_Now,Spring,3.015371757858198,-0.4975449239888242,21.220842792773208,68.6886833744775,21.22,68.69,29.69,82.44,34.63636363636363,14.87648360029225,18.5840736556898,2.1900472821005565,9.760189128402226,9,8.47,13.75,39.942426359050216,0,1,1,1,0.042,0,1,Heat Stress
Vizsla,4.6,42.4,Female,Bicolor,Short,Smooth,5.0,5.0,0.0,Large,1,Indoor_Now,Fall,0.0,0.0,25.613621646519647,72.15413885912938,22.72,50.43,25.4,54.92,29.96875,15.145819005036781,27.7947319716916,1.5254689285431349,7.1018757141725395,7,2.68,4.49,39.407191554628206,0,1,1,0,0.022,0,0,Normal
Labrador Retriever,13.2,26.1,Male,White,Short,Double,5.0,5.0,0.0,Large,1,Indoor_Now,Fall,0.0,0.0,36.60100955115404,78.44151350178,24.92,51.69,27.62,56.64,31.923076923076923,15.760270419007453,9.901666093184765,2.635920031474745,11.54368012589898,9,2.7,4.95,39.1888823312802,1,1,1,0,0.052000000000000005,0,0,Normal
French Bulldog,10.0,26.2,Female,Black and Tan,Short,Smooth,3.0,5.0,1.0,Large,1,Outdoor_Now,Winter,2.6763264396557425,-0.5010010506955226,8.264724486349156,90.36264582618372,8.26,90.36,15.1,96.8,28.957142857142856,15.170944497156986,49.97452088532962,0.524267157260355,3.09706862904142,3,6.84,6.44,40.19293960449844,0,0,1,1,0.042,0,1,Heat Stress
Whippet,0.8,17.8,Female,Brindle,Short,Smooth,4.0,4.0,0.0,Medium,1,Indoor_Now,Summer,0.0,0.0,32.40368598074421,94.84331938799629,24.08,54.97,26.57,58.54,32.666666666666664,15.193293197726764,42.10344419852434,0.42276826370950105,2.691073054838004,3,2.49,3.57,38.47754991555905,0,0,0,0,0.0,0,0,Normal
Samoyed,5.9,25.3,Male,Blue,Long,Double,4.0,5.0,0.0,Large,1,Indoor_Now,Spring,0.0,0.0,26.974302245677755,88.71094355176388,22.99,53.74,27.31,61.83,33.017857142857146,13.828154509653745,15.56029166722583,1.6259335326784794,7.503734130713918,8,4.32,8.09,38.91528584127683,0,1,1,1,0.052000000000000005,0,0,Normal
Pomeranian,10.3,12.7,Male,Black,Long,Double,3.0,3.0,0.0,Medium,0,Indoor_Now,Fall,0.0,0.0,28.03639962815233,72.79310772257642,23.21,50.56,26.9,59.2,32.25,14.363813871537397,53.031437554638664,0.2394805908649016,1.9579223634596064,2,3.69,8.64,39.32564627022587,0,0,0,0,0.0,0,0,Normal
Havanese,4.5,61.9,Male,Sable,Long,Double,3.0,5.0,0.0,Giant,1,Indoor_Now,Winter,0.0,0.0,10.697866754039573,68.60851072795255,19.74,49.72,23.88,56.94,31.563636363636363,16.215862874179983,35.18900995087668,1.7590719399724928,8.036287759889971,8,4.14,7.22,38.454244880494926,0,1,1,0,0.052000000000000005,0,0,Normal
Lhasa Apso,10.6,74.5,Female,Black,Long,Silky,3.0,3.0,0.0,Giant,1,Indoor_Now,Fall,0.0,0.0,28.19513000617593,31.73589498646968,23.24,42.35,26.88,48.12,29.946428571428573,15.75080909074156,34.083470665411475,2.1858102636127357,9.743241054450943,9,3.64,5.77,39.56814532517835,0,1,1,0,0.052000000000000005,0,0,Normal
Akita,2.3,20.8,Male,Merle,Medium,Double,4.0,3.0,0.0,Medium,1,Indoor_Now,Fall,0.0,0.0,20.087570150610723,70.1893839281218,21.62,50.04,24.96,57.33,31.686274509803923,14.360348458276954,18.79988464916713,1.106389767179847,5.425559068719388,5,3.34,7.29,39.33201816338802,0,0,0,0,0.002,0,0,Normal
Havanese,9.9,49.8,Female,Red,Long,Double,3.0,5.0,0.0,Giant,1,Outdoor_Now,Fall,1.9433986228554392,-0.8337049061899038,22.465191177374788,77.4831185215258,22.47,77.48,29.59,90.79,31.563636363636363,16.215862874179983,36.86140589811211,1.3510065280106571,6.4040261120426285,6,7.12,13.31,38.81256585383194,0,0,0,1,0.022,0,0,Normal
Australian Shepherd,2.3,36.4,Male,Merle,Medium,Double,5.0,4.0,0.0,Large,1,Indoor_Now,Winter,0.0,0.0,14.922548841570668,58.26942092610031,20.58,47.65,23.77,54.26,33.35294117647059,16.359490859329046,36.69723236747926,0.9919004146006754,4.967601658402701,5,3.19,6.61,38.465414152177466,0,0,0,0,0.002,0,0,Normal
Boxer,4.9,28.4,Female,Merle,Short,Smooth,4.0,4.0,1.0,Large,1,Indoor_Now,Spring,0.0,0.0,20.528233655077152,65.70529569223054,21.71,49.14,24.01,51.77,32.23076923076923,15.730095277394142,37.852771253554415,0.7502753182789281,4.0011012731157125,4,2.3,2.63,38.191988048507966,0,0,1,0,0.052000000000000005,0,0,Normal
Boxer,11.1,25.5,Female,Gray,Short,Smooth,4.0,4.0,1.0,Large,0,Indoor_Now,Summer,0.0,0.0,34.377466646239185,68.04801516154326,24.48,49.61,26.75,50.96,32.23076923076923,15.730095277394142,53.341388647744,0.4780527962703965,2.9122111850815857,3,2.27,1.35,39.27744124956188,0,0,1,0,0.032,0,0,Normal
